id_pub,anio,mes,cuenca,contrato,precio_distribuidora,precio_gnc,precio_usina,precio_industria,precio_otros,precio_ppp,precio_expo,indice_tiempo,fecha
653,2022,1,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.70,2.68,0.00,2.69,3.97,2022-01,2022-01-01
654,2022,1,Austral Tierra del Fuego,TOTAL,2.20,3.34,2.66,2.52,0.00,2.57,4.04,2022-01,2022-01-01
655,2022,1,Golfo de San Jorge,FIRME,2.77,3.52,2.84,2.89,0.00,2.85,0.00,2022-01,2022-01-01
656,2022,1,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.84,2.81,0.00,2.82,0.00,2022-01,2022-01-01
657,2022,1,Golfo de San Jorge,TOTAL,2.77,3.52,2.84,2.88,0.00,2.85,0.00,2022-01,2022-01-01
658,2022,1,Neuquina,FIRME,1.83,3.32,2.73,2.57,2.40,2.59,5.33,2022-01,2022-01-01
659,2022,1,Neuquina,INTERRUMPIBLE,0.00,3.18,2.68,3.04,0.00,3.04,4.19,2022-01,2022-01-01
660,2022,1,Neuquina,TOTAL,1.83,3.27,2.73,2.69,2.40,2.65,4.97,2022-01,2022-01-01
661,2022,1,Noroeste,FIRME,0.00,3.99,0.00,3.16,0.00,3.32,0.00,2022-01,2022-01-01
662,2022,1,Noroeste,INTERRUMPIBLE,0.00,3.76,2.13,3.67,0.00,3.66,0.00,2022-01,2022-01-01
663,2022,1,Noroeste,TOTAL,0.00,3.94,2.13,3.29,0.00,3.41,0.00,2022-01,2022-01-01
664,2022,1,Total Cuenca,FIRME,2.00,3.43,2.72,2.61,2.40,2.62,4.83,2022-01,2022-01-01
665,2022,1,Total Cuenca,INTERRUMPIBLE,0.00,3.24,2.69,3.06,2.00,3.01,4.17,2022-01,2022-01-01
666,2022,1,Total Cuenca,TOTAL,2.00,3.37,2.72,2.71,2.08,2.67,4.66,2022-01,2022-01-01
667,2022,2,Austral Santa Cruz,FIRME,2.31,3.35,2.61,2.49,0.00,2.49,3.61,2022-02,2022-02-01
668,2022,2,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.63,3.13,2.00,3.08,0.00,2022-02,2022-02-01
669,2022,2,Austral Santa Cruz,TOTAL,2.31,3.35,2.61,2.59,2.00,2.57,3.61,2022-02,2022-02-01
670,2022,2,Austral Tierra del Fuego,FIRME,2.10,3.36,2.63,2.56,0.00,2.50,3.90,2022-02,2022-02-01
671,2022,2,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.61,3.05,0.00,3.03,3.79,2022-02,2022-02-01
672,2022,2,Austral Tierra del Fuego,TOTAL,2.10,3.36,2.63,2.61,0.00,2.52,3.87,2022-02,2022-02-01
673,2022,2,Golfo de San Jorge,FIRME,2.76,3.22,2.83,2.78,0.00,2.80,0.00,2022-02,2022-02-01
674,2022,2,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,2.94,0.00,2.94,0.00,2022-02,2022-02-01
675,2022,2,Golfo de San Jorge,TOTAL,2.76,3.22,2.83,2.79,0.00,2.81,0.00,2022-02,2022-02-01
676,2022,2,Neuquina,FIRME,1.79,3.33,2.71,2.59,0.00,2.54,5.25,2022-02,2022-02-01
677,2022,2,Neuquina,INTERRUMPIBLE,0.00,3.19,2.75,3.12,0.00,3.13,4.13,2022-02,2022-02-01
678,2022,2,Neuquina,TOTAL,1.79,3.28,2.71,2.73,0.00,2.62,5.02,2022-02,2022-02-01
679,2022,2,Noroeste,FIRME,0.00,4.01,0.00,3.16,0.00,3.32,0.00,2022-02,2022-02-01
680,2022,2,Noroeste,INTERRUMPIBLE,0.00,3.74,0.00,3.73,0.00,3.73,0.00,2022-02,2022-02-01
681,2022,2,Noroeste,TOTAL,0.00,3.94,0.00,3.29,0.00,3.42,0.00,2022-02,2022-02-01
682,2022,2,Total Cuenca,FIRME,1.93,3.46,2.69,2.63,0.00,2.57,4.78,2022-02,2022-02-01
683,2022,2,Total Cuenca,INTERRUMPIBLE,0.00,3.25,2.62,3.17,2.00,3.17,4.09,2022-02,2022-02-01
684,2022,2,Total Cuenca,TOTAL,1.93,3.38,2.69,2.75,2.00,2.64,4.66,2022-02,2022-02-01
685,2022,3,Austral Santa Cruz,FIRME,2.40,3.25,2.59,2.50,0.00,2.51,3.58,2022-03,2022-03-01
686,2022,3,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,2.91,2.02,2.88,0.00,2022-03,2022-03-01
687,2022,3,Austral Santa Cruz,TOTAL,2.40,3.25,2.59,2.56,2.02,2.55,3.58,2022-03,2022-03-01
688,2022,3,Austral Tierra del Fuego,FIRME,2.09,3.29,2.59,2.52,0.00,2.45,3.76,2022-03,2022-03-01
689,2022,3,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,0.00,3.52,0.00,3.52,3.70,2022-03,2022-03-01
690,2022,3,Austral Tierra del Fuego,TOTAL,2.09,3.29,2.59,2.71,0.00,2.51,3.74,2022-03,2022-03-01
691,2022,3,Golfo de San Jorge,FIRME,2.81,3.38,2.82,2.85,0.00,2.84,0.00,2022-03,2022-03-01
692,2022,3,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,6.36,0.00,6.36,0.00,2022-03,2022-03-01
693,2022,3,Golfo de San Jorge,TOTAL,2.81,3.38,2.82,3.05,0.00,2.94,0.00,2022-03,2022-03-01
694,2022,3,Neuquina,FIRME,1.73,3.23,2.67,2.59,0.00,2.50,5.14,2022-03,2022-03-01
695,2022,3,Neuquina,INTERRUMPIBLE,0.00,3.05,2.71,3.41,0.00,3.37,4.13,2022-03,2022-03-01
696,2022,3,Neuquina,TOTAL,1.73,3.19,2.67,2.80,0.00,2.60,4.96,2022-03,2022-03-01
697,2022,3,Noroeste,FIRME,0.00,3.90,0.00,3.15,0.00,3.29,0.00,2022-03,2022-03-01
698,2022,3,Noroeste,INTERRUMPIBLE,0.00,3.61,0.00,4.05,0.00,3.96,0.00,2022-03,2022-03-01
699,2022,3,Noroeste,TOTAL,0.00,3.84,0.00,3.33,0.00,3.42,0.00,2022-03,2022-03-01
700,2022,3,Total Cuenca,FIRME,1.89,3.33,2.66,2.64,0.00,2.54,4.74,2022-03,2022-03-01
701,2022,3,Total Cuenca,INTERRUMPIBLE,0.00,3.13,2.71,3.47,2.02,3.42,4.09,2022-03,2022-03-01
702,2022,3,Total Cuenca,TOTAL,1.89,3.29,2.66,2.82,2.02,2.63,4.64,2022-03,2022-03-01
703,2022,4,Austral Santa Cruz,FIRME,2.33,3.11,2.52,2.45,0.00,2.44,3.58,2022-04,2022-04-01
704,2022,4,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,3.35,2.01,3.33,0.00,2022-04,2022-04-01
705,2022,4,Austral Santa Cruz,TOTAL,2.33,3.11,2.52,2.58,2.01,2.53,3.58,2022-04,2022-04-01
706,2022,4,Austral Tierra del Fuego,FIRME,2.05,3.15,2.58,2.59,0.00,2.39,3.76,2022-04,2022-04-01
707,2022,4,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,0.00,6.58,0.00,6.58,3.69,2022-04,2022-04-01
708,2022,4,Austral Tierra del Fuego,TOTAL,2.05,3.15,2.58,3.17,0.00,2.56,3.74,2022-04,2022-04-01
709,2022,4,Golfo de San Jorge,FIRME,2.82,3.53,2.78,2.79,0.00,2.80,0.00,2022-04,2022-04-01
710,2022,4,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,7.22,0.00,7.22,0.00,2022-04,2022-04-01
711,2022,4,Golfo de San Jorge,TOTAL,2.82,3.53,2.78,3.15,0.00,2.97,0.00,2022-04,2022-04-01
712,2022,4,Neuquina,FIRME,1.76,3.12,2.64,2.61,0.00,2.43,5.11,2022-04,2022-04-01
713,2022,4,Neuquina,INTERRUMPIBLE,0.00,2.94,2.69,4.11,0.00,3.97,4.12,2022-04,2022-04-01
714,2022,4,Neuquina,TOTAL,1.76,3.08,2.64,3.03,0.00,2.61,4.96,2022-04,2022-04-01
715,2022,4,Noroeste,FIRME,0.00,3.75,0.00,3.11,0.00,3.24,0.00,2022-04,2022-04-01
716,2022,4,Noroeste,INTERRUMPIBLE,0.00,3.48,0.00,4.41,0.00,4.22,0.00,2022-04,2022-04-01
717,2022,4,Noroeste,TOTAL,0.00,3.70,0.00,3.37,0.00,3.44,0.00,2022-04,2022-04-01
718,2022,4,Total Cuenca,FIRME,1.91,3.22,2.63,2.64,0.00,2.47,4.70,2022-04,2022-04-01
719,2022,4,Total Cuenca,INTERRUMPIBLE,0.00,3.02,2.69,4.31,2.01,4.17,4.06,2022-04,2022-04-01
720,2022,4,Total Cuenca,TOTAL,1.91,3.18,2.63,3.03,2.01,2.65,4.62,2022-04,2022-04-01
721,2022,5,Austral Santa Cruz,FIRME,3.28,3.81,3.91,4.09,0.00,3.89,0.00,2022-05,2022-05-01
722,2022,5,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,5.38,4.52,5.33,0.00,2022-05,2022-05-01
723,2022,5,Austral Santa Cruz,TOTAL,3.28,3.81,3.91,4.27,4.52,4.03,0.00,2022-05,2022-05-01
724,2022,5,Austral Tierra del Fuego,FIRME,2.55,3.85,3.92,5.79,0.00,3.80,0.00,2022-05,2022-05-01
725,2022,5,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.93,6.67,0.00,6.38,0.00,2022-05,2022-05-01
726,2022,5,Austral Tierra del Fuego,TOTAL,2.55,3.85,3.92,5.86,0.00,3.85,0.00,2022-05,2022-05-01
727,2022,5,Golfo de San Jorge,FIRME,4.31,3.92,4.23,4.25,0.00,4.26,0.00,2022-05,2022-05-01
728,2022,5,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.25,6.53,0.00,6.29,0.00,2022-05,2022-05-01
729,2022,5,Golfo de San Jorge,TOTAL,4.31,3.92,4.23,4.37,0.00,4.32,0.00,2022-05,2022-05-01
730,2022,5,Neuquina,FIRME,2.38,3.66,3.99,4.50,0.00,3.42,0.00,2022-05,2022-05-01
731,2022,5,Neuquina,INTERRUMPIBLE,0.00,0.00,4.13,4.20,0.00,4.20,7.46,2022-05,2022-05-01
732,2022,5,Neuquina,TOTAL,2.38,3.66,4.00,4.42,0.00,3.48,7.46,2022-05,2022-05-01
733,2022,5,Noroeste,FIRME,0.00,4.47,0.00,6.11,0.00,5.73,0.00,2022-05,2022-05-01
734,2022,5,Noroeste,INTERRUMPIBLE,0.00,4.08,0.00,7.37,0.00,5.40,0.00,2022-05,2022-05-01
735,2022,5,Noroeste,TOTAL,0.00,4.36,0.00,6.20,0.00,5.69,0.00,2022-05,2022-05-01
736,2022,5,Total Cuenca,FIRME,2.49,3.76,3.98,4.69,0.00,3.60,0.00,2022-05,2022-05-01
737,2022,5,Total Cuenca,INTERRUMPIBLE,0.00,4.08,4.08,4.49,4.52,4.47,7.46,2022-05,2022-05-01
738,2022,5,Total Cuenca,TOTAL,2.49,3.78,3.98,4.65,4.52,3.67,7.46,2022-05,2022-05-01
739,2022,6,Austral Santa Cruz,FIRME,3.16,3.68,0.00,4.36,0.00,3.92,0.00,2022-06,2022-06-01
740,2022,6,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.84,5.18,4.20,5.11,0.00,2022-06,2022-06-01
741,2022,6,Austral Santa Cruz,TOTAL,3.16,3.68,3.84,4.46,4.20,4.01,0.00,2022-06,2022-06-01
742,2022,6,Austral Tierra del Fuego,FIRME,2.72,3.64,3.88,5.99,0.00,3.75,0.00,2022-06,2022-06-01
743,2022,6,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.87,5.99,0.00,5.36,0.00,2022-06,2022-06-01
744,2022,6,Austral Tierra del Fuego,TOTAL,2.72,3.64,3.88,5.99,0.00,3.88,0.00,2022-06,2022-06-01
745,2022,6,Golfo de San Jorge,FIRME,4.25,3.78,4.20,4.43,0.00,4.34,0.00,2022-06,2022-06-01
746,2022,6,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.23,4.54,0.00,4.42,0.00,2022-06,2022-06-01
747,2022,6,Golfo de San Jorge,TOTAL,4.25,3.78,4.21,4.43,0.00,4.34,0.00,2022-06,2022-06-01
748,2022,6,Neuquina,FIRME,2.62,3.59,3.89,4.54,0.00,3.35,7.61,2022-06,2022-06-01
749,2022,6,Neuquina,INTERRUMPIBLE,0.00,3.33,3.85,4.35,0.00,4.22,7.46,2022-06,2022-06-01
750,2022,6,Neuquina,TOTAL,2.62,3.53,3.89,4.49,0.00,3.43,7.48,2022-06,2022-06-01
751,2022,6,Noroeste,FIRME,0.00,4.32,0.00,6.10,0.00,5.68,0.00,2022-06,2022-06-01
752,2022,6,Noroeste,INTERRUMPIBLE,0.00,3.88,0.00,6.14,0.00,4.63,0.00,2022-06,2022-06-01
753,2022,6,Noroeste,TOTAL,0.00,4.20,0.00,6.10,0.00,5.56,0.00,2022-06,2022-06-01
754,2022,6,Total Cuenca,FIRME,2.71,3.70,3.90,4.75,0.00,3.55,7.61,2022-06,2022-06-01
755,2022,6,Total Cuenca,INTERRUMPIBLE,0.00,3.44,3.91,4.63,4.20,4.45,7.46,2022-06,2022-06-01
756,2022,6,Total Cuenca,TOTAL,2.71,3.64,3.90,4.72,4.20,3.63,7.48,2022-06,2022-06-01
757,2022,7,Austral Santa Cruz,FIRME,3.07,3.47,0.00,4.68,0.00,4.09,0.00,2022-07,2022-07-01
758,2022,7,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,5.14,4.35,5.07,0.00,2022-07,2022-07-01
759,2022,7,Austral Santa Cruz,TOTAL,3.07,3.47,0.00,4.72,4.35,4.14,0.00,2022-07,2022-07-01
760,2022,7,Austral Tierra del Fuego,FIRME,2.62,3.49,3.84,6.03,0.00,3.66,0.00,2022-07,2022-07-01
761,2022,7,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.86,6.69,0.00,4.77,0.00,2022-07,2022-07-01
762,2022,7,Austral Tierra del Fuego,TOTAL,2.62,3.49,3.84,6.14,0.00,3.76,0.00,2022-07,2022-07-01
763,2022,7,Golfo de San Jorge,FIRME,4.25,3.58,4.18,4.46,0.00,4.36,0.00,2022-07,2022-07-01
764,2022,7,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.21,4.74,0.00,4.47,0.00,2022-07,2022-07-01
765,2022,7,Golfo de San Jorge,TOTAL,4.25,3.58,4.19,4.48,0.00,4.36,0.00,2022-07,2022-07-01
766,2022,7,Neuquina,FIRME,2.50,3.42,3.84,4.49,0.00,3.25,7.61,2022-07,2022-07-01
767,2022,7,Neuquina,INTERRUMPIBLE,0.00,3.16,3.81,4.26,0.00,4.11,7.40,2022-07,2022-07-01
768,2022,7,Neuquina,TOTAL,2.50,3.36,3.84,4.42,0.00,3.34,7.42,2022-07,2022-07-01
769,2022,7,Noroeste,FIRME,0.00,4.11,0.00,6.01,0.00,5.56,0.00,2022-07,2022-07-01
770,2022,7,Noroeste,INTERRUMPIBLE,0.00,3.68,4.03,5.80,0.00,4.25,7.53,2022-07,2022-07-01
771,2022,7,Noroeste,TOTAL,0.00,3.99,4.03,6.00,0.00,5.36,7.53,2022-07,2022-07-01
772,2022,7,Total Cuenca,FIRME,2.60,3.53,3.85,4.77,0.00,3.48,7.61,2022-07,2022-07-01
773,2022,7,Total Cuenca,INTERRUMPIBLE,0.00,3.26,3.89,4.48,4.35,4.25,7.41,2022-07,2022-07-01
774,2022,7,Total Cuenca,TOTAL,2.60,3.47,3.85,4.70,4.35,3.56,7.42,2022-07,2022-07-01
775,2022,8,Austral Santa Cruz,FIRME,3.02,3.60,0.00,4.84,0.00,4.22,0.00,2022-08,2022-08-01
776,2022,8,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.78,5.69,4.37,5.35,0.00,2022-08,2022-08-01
777,2022,8,Austral Santa Cruz,TOTAL,3.02,3.60,3.78,4.88,4.37,4.27,0.00,2022-08,2022-08-01
778,2022,8,Austral Tierra del Fuego,FIRME,2.59,3.60,3.81,6.21,0.00,3.62,0.00,2022-08,2022-08-01
779,2022,8,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.78,6.28,0.00,4.89,0.00,2022-08,2022-08-01
780,2022,8,Austral Tierra del Fuego,TOTAL,2.59,3.60,3.81,6.22,0.00,3.74,0.00,2022-08,2022-08-01
781,2022,8,Golfo de San Jorge,FIRME,4.23,3.71,4.18,4.47,0.00,4.34,0.00,2022-08,2022-08-01
782,2022,8,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.20,4.45,0.00,4.34,0.00,2022-08,2022-08-01
783,2022,8,Golfo de San Jorge,TOTAL,4.23,3.71,4.19,4.47,0.00,4.34,0.00,2022-08,2022-08-01
784,2022,8,Neuquina,FIRME,2.41,3.55,3.83,4.50,0.00,3.22,7.61,2022-08,2022-08-01
785,2022,8,Neuquina,INTERRUMPIBLE,0.00,3.27,3.89,4.00,0.00,3.89,7.68,2022-08,2022-08-01
786,2022,8,Neuquina,TOTAL,2.41,3.49,3.83,4.38,0.00,3.29,7.68,2022-08,2022-08-01
787,2022,8,Noroeste,FIRME,0.00,4.27,0.00,5.82,0.00,5.46,0.00,2022-08,2022-08-01
788,2022,8,Noroeste,INTERRUMPIBLE,0.00,3.81,4.00,5.78,0.00,5.07,0.00,2022-08,2022-08-01
789,2022,8,Noroeste,TOTAL,0.00,4.15,4.00,5.81,0.00,5.37,0.00,2022-08,2022-08-01
790,2022,8,Total Cuenca,FIRME,2.52,3.66,3.83,4.78,0.00,3.46,7.61,2022-08,2022-08-01
791,2022,8,Total Cuenca,INTERRUMPIBLE,0.00,3.38,3.89,4.40,4.37,4.19,7.68,2022-08,2022-08-01
792,2022,8,Total Cuenca,TOTAL,2.52,3.60,3.84,4.70,4.37,3.53,7.68,2022-08,2022-08-01
793,2022,9,Austral Santa Cruz,FIRME,3.19,3.42,3.71,4.00,0.00,3.78,0.00,2022-09,2022-09-01
794,2022,9,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.71,4.95,0.00,4.17,0.00,2022-09,2022-09-01
795,2022,9,Austral Santa Cruz,TOTAL,3.19,3.42,3.71,4.07,0.00,3.83,0.00,2022-09,2022-09-01
796,2022,9,Austral Tierra del Fuego,FIRME,2.68,3.47,3.77,5.99,0.00,3.76,0.00,2022-09,2022-09-01
797,2022,9,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.77,4.59,0.00,3.90,0.00,2022-09,2022-09-01
798,2022,9,Austral Tierra del Fuego,TOTAL,2.68,3.47,3.77,5.87,0.00,3.77,0.00,2022-09,2022-09-01
799,2022,9,Golfo de San Jorge,FIRME,4.30,3.51,4.14,4.28,0.00,4.25,0.00,2022-09,2022-09-01
800,2022,9,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.08,4.28,0.00,4.24,0.00,2022-09,2022-09-01
801,2022,9,Golfo de San Jorge,TOTAL,4.30,3.51,4.14,4.28,0.00,4.25,0.00,2022-09,2022-09-01
802,2022,9,Neuquina,FIRME,2.25,3.38,3.79,4.41,0.00,3.32,7.61,2022-09,2022-09-01
803,2022,9,Neuquina,INTERRUMPIBLE,0.00,3.04,3.81,4.00,0.00,3.83,7.52,2022-09,2022-09-01
804,2022,9,Neuquina,TOTAL,2.25,3.30,3.79,4.33,0.00,3.36,7.53,2022-09,2022-09-01
805,2022,9,Noroeste,FIRME,0.00,4.07,0.00,5.84,0.00,5.43,0.00,2022-09,2022-09-01
806,2022,9,Noroeste,INTERRUMPIBLE,0.00,3.59,3.13,5.21,0.00,4.09,0.00,2022-09,2022-09-01
807,2022,9,Noroeste,TOTAL,0.00,3.93,3.13,5.80,0.00,5.23,0.00,2022-09,2022-09-01
808,2022,9,Total Cuenca,FIRME,2.42,3.49,3.80,4.61,0.00,3.52,7.61,2022-09,2022-09-01
809,2022,9,Total Cuenca,INTERRUMPIBLE,0.00,3.16,3.76,4.13,0.00,3.90,7.52,2022-09,2022-09-01
810,2022,9,Total Cuenca,TOTAL,2.42,3.41,3.79,4.53,0.00,3.55,7.53,2022-09,2022-09-01
811,2022,10,Austral Santa Cruz,FIRME,2.26,3.10,2.44,3.04,0.00,2.72,3.54,2022-10,2022-10-01
812,2022,10,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.44,3.16,0.00,2.72,0.00,2022-10,2022-10-01
813,2022,10,Austral Santa Cruz,TOTAL,2.26,3.10,2.44,3.05,0.00,2.72,3.54,2022-10,2022-10-01
814,2022,10,Austral Tierra del Fuego,FIRME,2.22,3.18,2.56,4.20,0.00,2.72,0.00,2022-10,2022-10-01
815,2022,10,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.56,3.00,0.00,2.56,0.00,2022-10,2022-10-01
816,2022,10,Austral Tierra del Fuego,TOTAL,2.22,3.18,2.56,4.17,0.00,2.69,0.00,2022-10,2022-10-01
817,2022,10,Golfo de San Jorge,FIRME,2.81,3.25,2.76,2.94,0.00,2.87,0.00,2022-10,2022-10-01
818,2022,10,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.74,3.15,0.00,3.08,0.00,2022-10,2022-10-01
819,2022,10,Golfo de San Jorge,TOTAL,2.81,3.25,2.76,2.95,0.00,2.88,0.00,2022-10,2022-10-01
820,2022,10,Neuquina,FIRME,1.93,3.22,2.53,3.05,7.40,2.58,7.65,2022-10,2022-10-01
821,2022,10,Neuquina,INTERRUMPIBLE,0.00,2.87,2.52,2.52,0.00,2.57,7.74,2022-10,2022-10-01
822,2022,10,Neuquina,TOTAL,1.93,3.15,2.53,2.93,7.40,2.58,7.67,2022-10,2022-10-01
823,2022,10,Noroeste,FIRME,0.00,3.78,0.00,4.21,0.00,4.11,0.00,2022-10,2022-10-01
824,2022,10,Noroeste,INTERRUMPIBLE,0.00,3.36,2.50,3.49,0.00,2.96,0.00,2022-10,2022-10-01
825,2022,10,Noroeste,TOTAL,0.00,3.67,2.50,4.18,0.00,3.89,0.00,2022-10,2022-10-01
826,2022,10,Total Cuenca,FIRME,2.06,3.29,2.54,3.22,7.40,2.67,6.96,2022-10,2022-10-01
827,2022,10,Total Cuenca,INTERRUMPIBLE,0.00,2.96,2.54,2.58,0.00,2.60,7.74,2022-10,2022-10-01
828,2022,10,Total Cuenca,TOTAL,2.06,3.23,2.54,3.10,7.40,2.66,7.13,2022-10,2022-10-01
829,2022,11,Austral Santa Cruz,FIRME,2.33,3.37,2.47,3.16,0.00,2.83,3.54,2022-11,2022-11-01
830,2022,11,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.47,3.11,0.00,2.68,0.00,2022-11,2022-11-01
831,2022,11,Austral Santa Cruz,TOTAL,2.33,3.37,2.47,3.15,0.00,2.81,3.54,2022-11,2022-11-01
832,2022,11,Austral Tierra del Fuego,FIRME,2.29,3.56,2.54,4.23,0.00,2.75,0.00,2022-11,2022-11-01
833,2022,11,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.63,1.80,0.00,2.55,0.00,2022-11,2022-11-01
834,2022,11,Austral Tierra del Fuego,TOTAL,2.29,3.56,2.57,3.93,0.00,2.71,0.00,2022-11,2022-11-01
835,2022,11,Golfo de San Jorge,FIRME,2.83,3.58,2.74,2.90,0.00,2.85,0.00,2022-11,2022-11-01
836,2022,11,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.67,2.07,0.00,2.57,0.00,2022-11,2022-11-01
837,2022,11,Golfo de San Jorge,TOTAL,2.83,3.58,2.72,2.88,0.00,2.82,0.00,2022-11,2022-11-01
838,2022,11,Neuquina,FIRME,1.96,3.50,2.53,3.01,7.40,2.67,7.64,2022-11,2022-11-01
839,2022,11,Neuquina,INTERRUMPIBLE,0.00,3.12,2.58,2.53,0.00,2.60,7.71,2022-11,2022-11-01
840,2022,11,Neuquina,TOTAL,1.96,3.41,2.53,2.89,7.40,2.66,7.66,2022-11,2022-11-01
841,2022,11,Noroeste,FIRME,0.00,4.11,0.00,4.25,0.00,4.21,0.00,2022-11,2022-11-01
842,2022,11,Noroeste,INTERRUMPIBLE,0.00,3.77,2.23,3.89,0.00,3.44,0.00,2022-11,2022-11-01
843,2022,11,Noroeste,TOTAL,0.00,4.03,2.23,4.19,0.00,4.02,0.00,2022-11,2022-11-01
844,2022,11,Total Cuenca,FIRME,2.11,3.59,2.54,3.18,7.40,2.75,6.87,2022-11,2022-11-01
845,2022,11,Total Cuenca,INTERRUMPIBLE,0.00,3.23,2.60,2.58,0.00,2.64,7.71,2022-11,2022-11-01
846,2022,11,Total Cuenca,TOTAL,2.11,3.51,2.55,3.06,7.40,2.73,7.07,2022-11,2022-11-01
847,2022,12,Austral Santa Cruz,FIRME,2.30,3.22,2.48,3.22,0.00,2.85,3.54,2022-12,2022-12-01
848,2022,12,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.48,3.15,0.00,2.75,0.00,2022-12,2022-12-01
849,2022,12,Austral Santa Cruz,TOTAL,2.30,3.22,2.48,3.22,0.00,2.84,3.54,2022-12,2022-12-01
850,2022,12,Austral Tierra del Fuego,FIRME,2.25,3.36,2.56,4.23,0.00,2.76,0.00,2022-12,2022-12-01
851,2022,12,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.57,3.12,0.00,2.57,0.00,2022-12,2022-12-01
852,2022,12,Austral Tierra del Fuego,TOTAL,2.25,3.36,2.56,4.21,0.00,2.72,0.00,2022-12,2022-12-01
853,2022,12,Golfo de San Jorge,FIRME,2.77,3.40,2.74,2.21,0.00,2.48,0.00,2022-12,2022-12-01
854,2022,12,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.54,2.27,0.00,2.49,0.00,2022-12,2022-12-01
855,2022,12,Golfo de San Jorge,TOTAL,2.77,3.40,2.70,2.21,0.00,2.48,0.00,2022-12,2022-12-01
856,2022,12,Neuquina,FIRME,1.86,3.36,2.56,3.03,7.40,2.68,7.60,2022-12,2022-12-01
857,2022,12,Neuquina,INTERRUMPIBLE,0.00,2.97,2.58,2.53,0.00,2.59,7.68,2022-12,2022-12-01
858,2022,12,Neuquina,TOTAL,1.86,3.27,2.56,2.92,7.40,2.67,7.62,2022-12,2022-12-01
859,2022,12,Noroeste,FIRME,0.00,3.98,0.00,4.11,0.00,4.08,0.00,2022-12,2022-12-01
860,2022,12,Noroeste,INTERRUMPIBLE,0.00,3.60,2.27,3.52,0.00,3.28,0.00,2022-12,2022-12-01
861,2022,12,Noroeste,TOTAL,0.00,3.88,2.27,4.05,0.00,3.93,0.00,2022-12,2022-12-01
862,2022,12,Total Cuenca,FIRME,2.03,3.44,2.56,3.14,7.40,2.74,6.82,2022-12,2022-12-01
863,2022,12,Total Cuenca,INTERRUMPIBLE,0.00,3.08,2.55,2.60,0.00,2.62,7.68,2022-12,2022-12-01
864,2022,12,Total Cuenca,TOTAL,2.03,3.37,2.56,3.05,7.40,2.72,7.01,2022-12,2022-12-01
865,2023,1,Austral Santa Cruz,FIRME,2.32,3.04,4.08,3.36,0.00,3.60,3.59,2023-01,2023-01-01
866,2023,1,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.48,0.00,0.00,2.48,0.00,2023-01,2023-01-01
867,2023,1,Austral Santa Cruz,TOTAL,2.32,3.04,4.05,3.36,0.00,3.59,3.59,2023-01,2023-01-01
868,2023,1,Austral Tierra del Fuego,FIRME,2.35,3.15,2.58,4.13,0.00,2.76,0.00,2023-01,2023-01-01
869,2023,1,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.63,2.93,0.00,2.64,0.00,2023-01,2023-01-01
